COLONY,GAMMARK,TREATMENT,STATUS,Interval,Deadgams,REVERTGAM,NEWGAM,headwidth_mm,headwidth2,PHOTOYO,PHOTO_MATED,PHOTO_YB,TotalPupae,InitPupae,finallarvae,finaleggs,cricket,LATSAMPLE_60%,GAMSAMPLE,COLSIZESAMPLE,DSAMPLED,SPME,Method of GC/MS analysis for sample (not standard),,C23 RT,C24 RT,C25 RT,C26 RT,C27 RT,C28 RT,C29 RT,C30 RT,C31 RT,C32 RT,C33 RT,C34 RT,C35 RT,C36 RT,C37 RT,C38 RT,AlkStandard File?,"C23_ALKANE_RT (alkanes: base ions 57, 71, 85 and 99, M+, 324)",C23AREA,"C25_ALKANE_RT(alkanes: base ions 57, 71, 85 and 99, M+, 352)",C25AREA,"C27_ALKANE_RT(alkanes: base ions 57, 71, 85 and 99, M+, 380)",C27AREA,"C29ALKENE_RT (alkenes: base ions 57, 69, 83, 97, M+:406)",C29ALKENEAREA_A,C29ALKENEAREA_B,C29ALKENEAREA_TOT,"C29alkane_RT(alkanes: base ions 57, 71, 85 and 99, M+, 408)",C29AREA,"ME29_RT (mono-methylalkanes, alkanes base ions(99) and 197 and 253 for bond at C13, 225 for bond at C15 , m+, 422, but appears as M-15 of 407)",MEC29AREA,"C31alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 434)",C31ALKENEAREA_A,C31ALKENEAREA_B,C31ALKENEAREA_TOT,"ME31_RT (alk base ion, 99, plus for C13 bond, 197, 281, for C13, 225, 253, M+=450, but M-15 appears of 435)",ME31AREA,"C33Alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 462)",C33ALKENEAREA_A,C33ALKENEAREA_B,C33ALKENEAREA_TOT,"Me33_RT(alk base ion 99, c11 bond, 169, 337; c13, 197, 309; c15, 225, 281; c17, 253,plus M+= 478, but appears as M-15 of 463)",ME33AREA,"DimeC33_RT (alk base ions 99, plus, c7: 113, 407 and 281, 239 or 253,267; c11, 169, 197, 253,351;    c13, 323, 197 and 253,267 OR 225 and 295  , M+= 492, but appears as M-15 of 477)",DIMEC33AREA,"c35alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 490)",C35ALKENEAREA_A,C35ALKENEAREA_B,C35ALKENE_AREA_TOT,"mec35_RT (alk base 99, c13, 197, 337; c15, 225, 309; c17, 253, 281; M+=506, but appear as M-15 of 491)",MEC35AREA,"dimec35_RT (alk base ion 99, c7: 113,435, plus 239, 309 or 253, 295; c13, 197,351, plus 281, 267 or 225,323 or 197, 351  M+=520, but appears as M-15 of 505)",DIMEC35AREA,"RT of 13,23DimeC37 (base ions alkane (99), plus 197, 379, 225,351, M+=548, but M-15 appears of 533 )",1323Dimec37AREA,TOTALAREA,Index notes
SAFC 5,blue,SAMEPROP,GAMERGATE,Twelve,,,,2.94,2.94,10.00,1.00,1.00,77.00,37.00,,,,17.00,2.00,11.00,9/19/20,9/18/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.416,351383.00,19.532,221214.00,,221214.00,19.936,658860.00,20.339,2230279.00,"22.004, 22.076",1897616.00,750027.00,2647643.00,22.764,7031583.00,"24.372, 24.433",2680919.00,897039,3577958.00,25.057,2400403.00,25.421,4386542.00,"26.610, 26.679",397972.00,405109.00,803081.00,27.248,992286.00,27.569,3334654.00,29.644,599339.00,30915924.00,
SAFC 5,OBO,SAMEPROP,GAMERGATE,Twelve,,,,2.76,2.76,7.00,1.00,1.00,77.00,37.00,,,,17.00,2.00,11.00,9/19/20,9/18/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,UNDETECTABLE,0.00,14.842,702605.00,17.391,1297046.00,"19.508, 19.560",813604.00,547389.00,1360993.00,19.914,1020329.00,20.321,4881151.00,"21.985, 22.054",3122352.00,1298811.00,4421163.00,22.746,10463601.00,"24.35, 24.417",3122679.00,1354541,4477220.00,25.042,4037861.00,25.403,4932720.00,26.634,,,3371979.00,27.23,1849481.00,27.547,3840227.00,29.582,1106916.00,118999512.00,
F97/1,OBO,INCRPROP,GAMERGATE,Twelve,,,,,,4.00,1.00,1.00,75.00,6.00,,,,16.00,8.00,13.00,10/2/20,10/2/20,HCS_SPME 2 columns Oct 2017.M,,12.57,13.79,15.05,16.33,17.62,18.90,20.15,21.40,22.63,23.78,24.94,26.06,27.16,28.21,29.24,30.29,201001_C20_C39_ALKSTDS_PENTANE.D,UNDETECTABLE,0.00,14.848,878077.00,17.392,2085455.00,"19.513, 19.582",2270395.00,897855.00,3168250.00,19.919,2829977.00,20.336,12577831.00,"22.004, 22.071",11640901.00,6010270.00,17651171.00,22.768,25666293.00,"24.370, 24.429",12588160.00,4849396,17437556.00,25.052,9223047.00,25.419,15099050.00,"26.599, 26.661",1838222.00,2316082.00,4154304.00,27.231,3916163.00,27.555,11270173.00,29.585,3351981.00,162769967.00,
F97/1,OGO,INCRPROP,GAMERGATE,Twelve,,,,,,4.00,1.00,1.00,75.00,6.00,,,,16.00,8.00,13.00,10/2/20,10/2/20,HCS_SPME 2 columns Oct 2017.M,,12.57,13.79,15.05,16.33,17.62,18.90,20.15,21.40,22.63,23.78,24.94,26.06,27.16,28.21,29.24,30.29,201001_C20_C39_ALKSTDS_PENTANE.D,UNDETECTABLE,0.00,14.867,1306286.00,17.414,3682116.00,"19.529, 19.604",2020045.00,901228.00,2921273.00,19.94,4762612.00,20.355,14644169.00,"22.024, 22.089",13154408.00,7836066.00,20990474.00,22.799,37485215.00,"24.390, 24.453",17072348.00,7072526,24144874.00,25.074,16124430.00,25.452,26402556.00,"26.615, 26.681",2647341.00,3569463.00,6216804.00,27.257,7847585.00,27.589,22633213.00,29.606,6921558.00,255703554.00,
F97/1,OYO,INCRPROP,GAMERGATE,Twelve,,,,,,3.00,0.00,1.00,75.00,6.00,,,,16.00,8.00,13.00,10/2/20,10/2/20,HCS_SPME 2 columns Oct 2017.M,,12.57,13.79,15.05,16.33,17.62,18.90,20.15,21.40,22.63,23.78,24.94,26.06,27.16,28.21,29.24,30.29,201001_C20_C39_ALKSTDS_PENTANE.D,UNDETECTABLE,0.00,14.851,1618737.00,17.4,4566266.00,"19.517, 19.586",2723172.00,1071655.00,3794827.00,19.925,4885153.00,20.344,17647200.00,"22.012, 22.078",15362170.00,8751231.00,24113401.00,22.786,37430614.00,"24.384, 24.442",19544402.00,7543784,27088186.00,25.067,16279333.00,25.431,21044386.00,"26.607, 26.672",3546495.00,4633195.00,8179690.00,27.245,8658595.00,27.576,21541454.00,29.598,6502431.00,310999594.00,
F97/1,PGP,INCRPROP,GAMERGATE,Twelve,,,,,,2.00,1.00,1.00,75.00,6.00,,,,16.00,8.00,13.00,10/2/20,10/2/20,HCS_SPME 2 columns Oct 2017.M,,12.57,13.79,15.05,16.33,17.62,18.90,20.15,21.40,22.63,23.78,24.94,26.06,27.16,28.21,29.24,30.29,201001_C20_C39_ALKSTDS_PENTANE.D,UNDETECTABLE,0.00,14.851,1273774.00,17.399,3174235.00,"19.517, 19.586",1805828.00,698227.00,2504055.00,19.925,3285881.00,20.34,12540867.00,"22.005, 22.072",10069296.00,6345982.00,16415278.00,22.776,29407121.00,"24.374, 24.437",13876018.00,5594208,19470226.00,25.057,12863109.00,25.425,14825604.00,"26.603, 26.669",2720649.00,3324439.00,6045088.00,27.242,6373211.00,27.57,15066439.00,29.596,4906104.00,203523040.00,
F97/1,PYW,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,75.00,6.00,,,,16.00,8.00,13.00,10/2/20,10/2/20,HCS_SPME 2 columns Oct 2017.M,,12.57,13.79,15.05,16.33,17.62,18.90,20.15,21.40,22.63,23.78,24.94,26.06,27.16,28.21,29.24,30.29,201001_C20_C39_ALKSTDS_PENTANE.D,UNDETECTABLE,0.00,14.865,1437327.00,17.416,3881446.00,"19.531, 19.601",2245588.00,797560.00,3043148.00,19.94,4296492.00,20.358,14031036.00,"22.026, 22.091",13438215.00,7404193.00,20842408.00,22.797,34455039.00,"24.396, 24.452",17901190.00,6746189,24647379.00,25.08,15650976.00,25.449,21334099.00,"26.619, 26.682",3292347.00,4045052.00,7337399.00,27.259,8180536.00,27.591,21678393.00,29.611,6697478.00,291683734.00,
F97/1,YPB,INCRPROP,GAMERGATE,Twelve,,,,,,3.00,0.00,1.00,75.00,6.00,,,,16.00,8.00,13.00,10/2/20,10/2/20,HCS_SPME 2 columns Oct 2017.M,,12.57,13.79,15.05,16.33,17.62,18.90,20.15,21.40,22.63,23.78,24.94,26.06,27.16,28.21,29.24,30.29,201001_C20_C39_ALKSTDS_PENTANE.D,UNDETECTABLE,0.00,14.86,452858.00,17.399,1719492.00,19.514,677392.00,,677392.00,19.925,2881486.00,20.326,5068441.00,"21.996, 22.061",5853487.00,2267538.00,8121025.00,22.752,11863700.00,"24.363, 24.420",6585472.00,1974931,8560403.00,25.043,4548538.00,25.409,6085949.00,"26.597, 26.662",997277.00,813834.00,1811111.00,27.234,1522263.00,27.552,4540565.00,29.609,1542508.00,65090746.00,
F97/1,BOB,INCRPROP,GAMERGATE,Twelve,,,,2.95,2.95,3.00,1.00,1.00,75.00,6.00,,,,16.00,8.00,13.00,10/3/20,10/2/20,HCS_SPME 2 columns Oct 2017.M,,12.57,13.79,15.05,16.33,17.62,18.90,20.15,21.40,22.63,23.78,24.94,26.06,27.16,28.21,29.24,30.29,201001_C20_C39_ALKSTDS_PENTANE.D,UNDETECTABLE,0.00,14.867--INDIRECT INFERENCE,337404.00,17.407,1215702.00,"19.522, 19.593",636095.00,256481.00,892576.00,19.93,1531904.00,20.337,4426075.00,"22.009, 22.075",5456172.00,3282974.00,8739146.00,22.769,11867217.00,"24.375, 24.439",7535071.00,3136960,10672031.00,25.058,5720714.00,25.427,10836806.00,"26.608, 26.672",1304012.00,1810884.00,3114896.00,27.244,2689402.00,27.567,9979008.00,29.596,2716165.00,104252032.00,C25 INDIRECT INFERENCE
F97/1,PWO,INCRPROP,GAMERGATE,Twelve,,,,2.80,2.80,5.00,1.00,1.00,75.00,6.00,,,,16.00,8.00,13.00,10/3/20,10/2/20,HCS_SPME 2 columns Oct 2017.M,,12.57,13.79,15.05,16.33,17.62,18.90,20.15,21.40,22.63,23.78,24.94,26.06,27.16,28.21,29.24,30.29,201001_C20_C39_ALKSTDS_PENTANE.D,UNDETECTABLE,0.00,14.864,561781.00,17.407,2313418.00,"19.523, 19.597",1087832.00,355337.00,1443169.00,19.934,3813399.00,20.338,7033410.00,"22.008, 22.075",6686258.00,3494843.00,10181101.00,22.766,13839049.00,"24.369, 24.432",6435304.00,2500639,8935943.00,25.056,4494397.00,25.42,7288914.00,"26.601, 26.669",804081.00,967906.00,1771987.00,27.24,1966050.00,27.561,6065758.00,29.628,1337512.00,79043940.00,
R1Q(2),GOG,SAMEPROP,GAMERGATE,Twelve,,,,2.78,2.78,9.00,1.00,1.00,89.00,24.00,,,,16.00,2.00,20.00,10/3/20,10/2/20,HCS_SPME 2 columns Oct 2017.M,,12.57,13.79,15.05,16.33,17.62,18.90,20.15,21.40,22.63,23.78,24.94,26.06,27.16,28.21,29.24,30.29,201001_C20_C39_ALKSTDS_PENTANE.D,UNDETECTABLE,0.00,14.853,1215726.00,17.402,4813157.00,"19.523, 19.588",4019557.00,846718.00,4866275.00,19.929,5758617.00,20.349,18651645.00,"22.013, 22.077",15258251.00,6436150.00,21694401.00,22.781,32479946.00,"24.390, 24.442",22802053.00,7000227,29802280.00,25.061,13326510.00,25.43,20164994.00,"26.607, 26.673",4103437.00,4188655.00,8292092.00,27.238,4239117.00,27.559,11058918.00,29.601,3476173.00,205394210.00,
R1Q(2),GWG,SAMEPROP,GAMERGATE,Twelve,,,,2.67,2.67,5.00,1.00,1.00,89.00,24.00,,,,16.00,2.00,20.00,10/3/20,10/2/20,HCS_SPME 2 columns Oct 2017.M,,12.57,13.79,15.05,16.33,17.62,18.90,20.15,21.40,22.63,23.78,24.94,26.06,27.16,28.21,29.24,30.29,201001_C20_C39_ALKSTDS_PENTANE.D,UNDETECTABLE,0.00,14.856,2597137.00,17.421,13266317.00,"19.521, 19.591",3518549.00,856277.00,4374826.00,19.942,10424806.00,20.347,15371174.00,"22.009, 22.073",11244722.00,4933974.00,16178696.00,22.775,25672393.00,"24.380, 24.439",16908139.00,6221023,23129162.00,25.062,10805465.00,25.427,18095556.00,"26.607, 26.674",3705767.00,4795119.00,8500886.00,27.237,3663908.00,27.558,8609114.00,29.602,3679711.00,190296443.00,
RGB(109B),OYO,INCRPROP,GAMERGATE,Twelve,,,,,,6.00,1.00,1.00,14.00,5.00,,,,16.00,5.00,8.00,10/31/20,10/31/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.21,17.49,18.76,20.01,21.25,22.47,26.64,24.79,25.91,27.01,28.06,29.10,30.13,201023_C20_C39_ALKSTANDARD_PENTANE,UNDETECTABLE,0.00,14.837,4969393.00,17.395,10166515.00,"19.505, 19.574",5162012.00,2301719.00,7463731.00,19.913,5926559.00,20.352,31706898.00,"22.001, 22.071",17944770.00,12774061.00,30718831.00,22.784,48049053.00,"24.364, 24.428",14296777.00,8205489,22502266.00,25.057,20922153.00,25.44,40982568.00,"26.584, 26.652",1456754.00,2341932.00,3798686.00,27.229,8633875.00,27.556,17013758.00,29.585,2702112.00,304834085.00,
RGB(109B),POP,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,14.00,5.00,,,,16.00,5.00,8.00,10/31/20,10/31/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.21,17.49,18.76,20.01,21.25,22.47,26.64,24.79,25.91,27.01,28.06,29.10,30.13,201023_C20_C39_ALKSTANDARD_PENTANE,UNDETECTABLE,0.00,14.851,5721409.00,17.416,13400097.00,"19.522, 19.590",6248176.00,3200370.00,9448546.00,19.928,6779321.00,20.365,34189100.00,"22.021, 22.093",23912478.00,16124228.00,40036706.00,22.799,52052435.00,"24.377, 24.443",18383937.00,9452989,27836926.00,25.066,18346827.00,25.454,46729294.00,"26.595, 26.665",1811723.00,3313652.00,5125375.00,27.241,7923941.00,27.57,19238729.00,29.589,2930837.00,344891272.00,
RGB(109B),PYP,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,0.00,1.00,14.00,5.00,,,,16.00,5.00,8.00,10/31/20,10/31/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.21,17.49,18.76,20.01,21.25,22.47,26.64,24.79,25.91,27.01,28.06,29.10,30.13,201023_C20_C39_ALKSTANDARD_PENTANE,UNDETECTABLE,0.00,14.837,3015441.00,17.391,5815974.00,"19.497, 19.571",976267.00,1227342.00,2203609.00,19.907,2606156.00,20.324,11880816.00,"21.979, 22.054",4097333.00,6414136.00,10511469.00,22.75,19158690.00,"24.339, 24.408",3161843.00,3446567,6608410.00,25.038,7836448.00,25.409,15940941.00,26.644,,,989591.00,27.222,3333813.00,27.539,6512994.00,29.616,1063973.00,110476838.00,
RGB(109B),MGO(-/BLU),INCRPROP,GAMERGATE,Twelve,,,,2.83,2.83,4.00,1.00,1.00,14.00,5.00,,,,16.00,5.00,8.00,11/1/20,10/31/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.21,17.49,18.76,20.01,21.25,22.47,26.64,24.79,25.91,27.01,28.06,29.10,30.13,201023_C20_C39_ALKSTANDARD_PENTANE,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.393,460839.00,19.504,207672.00,,207672.00,19.911,531579.00,20.316,2613648.00,"21.978, 22.052",1368989.00,1047490.00,2416479.00,22.738,6010293.00,"24.343, 24.412",1625580.00,1023062,2648642.00,25.035,2584009.00,25.399,5978417.00,UNDETECTABLE,0.00,,0.00,27.228,1338103.00,27.548,2534101.00,29.645,507831.00,31043930.00,1323DIMEC37-INDIRECT INFERENCE from runs of MGO(-/blu)#2
RGB(109B),YPY,INCRPROP,GAMERGATE,Twelve,,,,2.86,2.86,6.00,0.00,1.00,14.00,5.00,,,,16.00,5.00,8.00,11/1/20,10/31/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.21,17.49,18.76,20.01,21.25,22.47,26.64,24.79,25.91,27.01,28.06,29.10,30.13,201023_C20_C39_ALKSTANDARD_PENTANE,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.404,421976.00,19.515,211130.00,,211130.00,19.921,311938.00,20.325,3236877.00,"21.986, 22.06",1329155.00,1255442.00,2584597.00,22.744,5267910.00,"24.353, 24.42",1480426.00,817531,2297957.00,25.041,1874140.00,25.409,4409282.00,UNDETECTABLE,0.00,,0.00,27.26--indirect inference,703787.00,27.597,1602498.00,UNDETECTABLE,0.00,24859741.00,mec35--indirect inference from YPY#2 run
R17(24B),Blue,SAMEPROP,GAMERGATE,Twelve,,,,2.48,2.48,3.00,1.00,1.00,20.00,1.00,,,,16.00,2.00,10.00,11/1/20,10/31/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.21,17.49,18.76,20.01,21.25,22.47,26.64,24.79,25.91,27.01,28.06,29.10,30.13,201023_C20_C39_ALKSTANDARD_PENTANE,UNDETECTABLE,0.00,14.584,6298614.00,17.408,10132113.00,"19.530, 19.602",11217404.00,8167052.00,19384456.00,19.921,2610697.00,20.366,31493986.00,"22.018, 22.086",18708886.00,13412347.00,32121233.00,22.765,20557732.00,"24.359, 24.426",5744297.00,4758684,10502981.00,25.048,6423290.00,25.415,14187922.00,"26.592, 26.653",547883.00,1028910.00,1576793.00,27.225,1661752.00,27.55,7030719.00,29.618,654787.00,208910608.00,
R17(24B),Yellow,SAMEPROP,GAMERGATE,Twelve,,,,2.82,2.82,6.00,1.00,1.00,20.00,1.00,,,,16.00,2.00,10.00,11/1/20,10/31/20,HCS_SPME 2 columns Oct 2017.M,,12.48,13.69,14.94,16.21,17.49,18.76,20.01,21.25,22.47,26.64,24.79,25.91,27.01,28.06,29.10,30.13,201023_C20_C39_ALKSTANDARD_PENTANE,UNDETECTABLE,0.00,14.862,479772.00,17.407,1220893.00,"19.523, 19.594",1570227.00,808628.00,2378855.00,19.925,772236.00,20.343,8107367.00,"22.012, 22.074",7194619.00,3773784.00,10968403.00,22.769,14090676.00,"24.372, 24.432",6304508.00,2863791,9168299.00,25.056,5856912.00,25.421,10824215.00,"26.600, 26.666",940914.00,1017657.00,1958571.00,27.238,1820613.00,27.56,7936823.00,29.607,813180.00,89825248.00,
